N,P,K,temperature,humidity,ph,rainfall,label
98.44508353027324,,30.75907378797007,23.896725859481567,64.01654420809743,6.916976274528907,159.2503928079604,coffee
24.49293058471809,125.60621086070266,211.2140976768325,8.153734436452897,80.87125421365609,6.7404322290937,70.50651727660403,grapes
115.66246474104685,50.62437059426841,43.31307792465615,,85.55471004781884,7.014029337296873,72.89332198522423,cotton
18.621225308474482,15.60614975007502,195.1692303817866,18.56917218066713,90.49204797060024,7.416334666090625,110.51730461925027,pomegranate
,20.002075278077093,53.8894877141596,33.688874044087015,90.37302154078843,7.417305736409718,158.05563509837626,papaya
24.334208320203448,145.20774507450332,195.8419699569254,22.251565346623522,94.73772016557957,6.159290215750765,111.57070560885899,apple
40.0101807217799,84.28648173769726,31.125191218736937,25.235281098232775,,5.842409884486852,85.27307864870198,blackgram
29.15920688793895,68.53591243328756,28.516579697260152,25.983165911258645,70.85915254751289,6.44273775502768,188.05107864907484,pigeonpeas
95.55568191814324,19.57865896386749,49.15962282838684,26.4089086176888,85.05488396134591,6.856891541385713,52.94811063699504,watermelon
46.13158517540473,24.742389810561406,50.72256182077304,35.015738661469655,90.48325268662117,6.518195935709771,150.8906439496388,papaya
52.25328251506183,78.36332953718329,40.24803679409433,30.834935514695765,79.82796097771242,5.982820132581786,75.49164642875259,blackgram
24.25652040597599,125.45109746194721,200.5724314850728,15.937025250725846,84.61838686995125,5.613848261484036,71.56550651996126,grapes
16.95069660127299,69.1986862618719,25.440614421361396,17.57142037141196,73.91888201841817,7.31433951684834,36.64566969821618,lentil
93.09982257650182,47.589281594538576,53.71486690911891,22.078135321998996,89.4885792671534,6.416348019538178,248.09104283000786,rice
97.32593586689792,32.36748997694078,29.58811368475846,25.965166643295326,61.28039482065853,6.52711905375959,152.4642901511251,coffee
,21.290321314933923,49.83131933781665,36.056304425384134,94.99973628727267,6.54023236942648,144.04610087355115,papaya
42.61842624292998,66.03442983332782,93.90833144879898,19.594856479650396,20.040639065645507,6.181403532179937,96.9462048220242,chickpea
96.23768200819184,32.682774060980584,31.259968211215135,24.061625922273386,59.651974005462954,6.936414150400381,157.78493130529392,coffee
63.27144633514743,48.72442452159257,44.11644384648142,25.9005619973105,72.22924022955088,7.9869625102144175,173.28936603850377,jute
23.75746016359647,50.90655152153466,83.50845259667472,37.59026384012442,63.88738438315548,5.644750667794753,32.06816855197664,mothbeans
19.340046766508927,24.46786861514653,205.6857176428681,18.944897213854105,92.24887220898638,6.804337692209025,117.56058545373149,pomegranate
46.012061274402406,19.232821086657722,46.85637057411374,34.12136820731665,91.39253278843785,7.21475216174932,152.35687685301966,papaya
24.726722558814696,75.65676310111569,24.21909328878639,29.95534804152543,82.34694199851373,5.303327417558889,160.7785355165109,pigeonpeas
22.29777822943081,140.4201161445724,211.99844440332754,22.509551888464447,92.24163030718253,6.083268713077033,114.83840622949621,apple
34.48024504368696,71.74766956610851,16.211780459067157,23.292466256628625,21.190068816212715,6.804526443560448,134.92142772894198,kidneybeans
17.964376251632444,24.45394506251116,13.070462129669178,11.457407519992564,92.02156057806836,6.903644566865072,,orange
22.957950048053124,53.82431009222762,79.22387440058117,29.889603842196866,62.12992001803184,5.032269460245544,32.704109461148,mothbeans
107.77049742571546,51.62233218441805,43.99551303320115,25.62887168327584,87.15407129615802,6.238984003915542,213.10577515573132,rice
39.96511902430592,49.570249218827676,27.103844667298738,33.624783669834784,82.11602581453684,6.242066442053061,57.14245206565739,mungbean
104.39613635638779,15.30139601730444,,25.594479821060194,85.51380249092676,6.601167503948097,49.35796963533125,watermelon
23.77462525743323,22.729953951013783,195.81466529610992,23.656744584765974,90.23323452129307,7.383137711561495,111.5070724063033,pomegranate
18.3557306521975,11.856252348597922,37.85645100437195,32.866546246034225,95.4134539513724,6.2762612851506105,178.8709485186161,coconut
17.119837342676238,9.90356100247462,39.23709911022975,28.795205849277004,97.4359813046824,6.064004818839472,191.98566723395766,coconut
71.58935060593082,46.837670833000395,41.883931694820376,25.122294814532697,87.72521336243169,7.954693594897382,194.49984765664553,jute
18.390319418974883,,196.99909438422605,18.431974596830777,90.12851885787637,7.874959790359183,106.22765488537311,pomegranate
26.59570759103005,73.63888738459993,25.228438576006106,23.847542479506636,19.667650146874976,6.306156360030965,124.35577099582109,kidneybeans
20.1585943798612,55.46335921488759,93.49238356966436,34.20080906653262,51.2212767020918,4.700199669253628,34.00487505275554,mothbeans
62.51657409670744,52.31886884796864,45.19984147543315,31.833014391110638,80.59755120251711,,187.5819836550568,jute
24.43475975274198,69.68033119577446,27.411612787631206,21.56073763553984,20.36545043900684,6.007887164816221,122.31250105806546,kidneybeans
108.53032785246793,55.47441365503253,57.309130961113254,25.176020279335567,88.00871592106633,5.548963709823279,223.45351504412986,rice
27.39394372691314,79.31087994234964,16.924459843864167,16.95144220538315,71.37108413178238,6.578832267112052,22.38865882892474,lentil
45.69579768073819,23.039617118630357,53.842540558727016,33.21310893196325,90.60624878228775,7.20197520220748,152.08947865029052,papaya
22.38843045933042,22.151240234570178,200.33211414098355,21.33582594624105,94.276558339372,6.8742839704586585,114.71959568029352,pomegranate
21.23800361425472,21.240631012406702,9.239317465530167,12.795861414569547,91.40013205435237,7.038506659572402,119.09445207601715,orange
49.63183178412087,83.4336996847514,84.87013160872682,20.809923208165987,24.62199988534702,6.901152927201763,87.23537721288362,chickpea
76.77824556379761,58.52685306779148,46.87888595686993,34.339632384285395,74.59040215608698,7.062895986374393,189.44946388174307,jute
17.550767613423325,22.156292357759177,211.1244116154966,20.861979103580836,90.96141988071138,7.767151615193563,107.3501669010663,pomegranate
116.48486072534602,47.30000376482172,47.94601924985604,,85.60928772566498,6.195546477976075,73.74312848549138,cotton
16.433422221033016,64.07699779900291,77.89965066394285,33.218871538506335,48.93959650637975,3.7290854104178277,36.06925856526294,mothbeans
29.650749024909892,58.48249297968431,23.17337480797031,29.15120610612076,89.89439906699745,6.265215669899536,72.96340345113515,mungbean
29.625876285149047,138.97688465002855,201.2647746100688,14.907470048446967,83.96236332779388,6.663698166101629,73.96280771291921,grapes
22.3054153561149,45.86750345583993,18.567960546579297,29.425275875732854,86.35334243047585,6.633419755508507,52.33609727255418,mungbean
24.22784307495276,82.37699182044031,20.425270125332254,20.4914057688558,70.15890400444333,7.807581416155941,23.29830817217227,lentil
124.73338732270138,49.83283276004682,41.779968599360494,,87.60882125999356,6.871450104670153,70.44558039098871,cotton
34.94221745374822,57.61503626752637,27.104163365310534,23.62144372878572,20.42612840163178,6.565538788034244,135.67933049537086,kidneybeans
24.474080939024965,19.131805729355946,31.429826320183963,31.871082468389915,51.483142918086294,6.323822593372764,109.24232212981762,mango
99.09839602221847,18.777022720888198,49.16551943320102,30.845566354533076,91.3638679089614,6.767455777089051,,muskmelon
31.75269949306086,69.361246732685,21.639840227403873,18.937747931765852,18.416605975211485,6.999648005371515,122.76760607217436,kidneybeans
22.347029123873746,21.42174960647797,13.001771522770127,13.95021315798579,94.79582412000086,7.697705963071499,115.50638427571056,orange
25.07976806486912,74.2152307004386,29.768775623149217,31.78011554171796,70.8036314525694,6.734011201713195,168.23391451893983,pigeonpeas
95.61055847294475,59.3991188057468,59.52183513357321,26.419877494583893,56.1897338436668,5.822767411943078,89.28856625773612,maize
78.64901970765234,54.610810824686354,45.93935240663664,35.025656107190066,71.6103165896352,7.143098029556899,189.95107334481605,jute
97.84328856759365,30.623161612513407,31.20368764162098,23.45147222352032,67.58816889290298,6.891886802501318,198.1509416953107,coffee
115.22319231152449,52.78299456711766,49.837223383651235,27.616830114865948,83.90139180918811,7.816132426777005,67.64861959090449,cotton
89.24543906611181,65.6592026005217,61.39867637283053,18.941535871242976,73.0794658175608,6.7983588089815425,99.90487179091664,maize
23.000820012524212,78.91235389908287,,,69.44654970291396,6.431958298158926,31.30098892504262,lentil
33.48306134587929,65.50186466689728,24.791808367369725,23.51465798739963,18.402088005666833,5.973646716769137,103.62274867979359,kidneybeans
18.785065964886304,23.65240350071502,197.19805023296772,21.58545156560184,90.92143531117445,7.769809396885058,111.58087907707099,pomegranate
45.854190114243885,16.260496757155803,51.40413202301001,33.09865625849707,90.26152512898804,7.404643578086418,154.0799422690937,papaya
103.64575264443886,53.61429053599013,47.87260913664056,22.225937678664344,85.0452623702223,6.375004942234608,285.1131626822206,rice
17.463800808814,62.65092628549525,29.311624186050114,27.8486469044389,77.10408647192016,5.644161212592072,194.9125222589072,pigeonpeas
104.00945305720728,11.430939497791943,51.90595428283611,28.15492142788128,90.05036472408699,6.373441318533658,26.203763493468173,muskmelon
20.921298002043823,49.252606389654616,27.221630227772877,32.296819935943134,84.0860076762725,6.794702671917601,58.08739562838653,mungbean
35.28152106842581,,28.788683733258388,18.195554659482088,,6.104910374395516,104.01386602020186,kidneybeans
87.60507078313839,53.26783400298909,63.36661481590308,21.390606070873886,67.37429556339285,5.560142514809164,83.08635985922547,maize
64.35201434803332,58.451887966226266,40.858107979585014,34.20206345332954,87.86768408193828,7.302447213320082,183.9320304835498,jute
39.324052507363525,65.43960228236101,28.646963647763165,22.76203574553856,18.234874726600598,6.143648307203885,134.91592039342942,kidneybeans
59.80556174185509,75.53546462724616,87.78054420529348,23.159823262209635,24.32933458453505,6.407721254659088,101.14166915769812,chickpea
122.82062100476217,48.04180978462122,45.7894035632788,29.488792780709385,84.25071310758896,7.422317367533017,86.2795357560777,cotton
19.485978080171346,61.563889340752326,,30.930376744328186,64.0684049730686,4.685346089619147,54.00234207574583,mothbeans
21.363442030776874,143.72425760072323,203.61598396011627,24.738450041422567,95.86038867447559,7.035281710699902,114.84989527405071,apple
54.949381428236244,19.298849568221588,54.850123305594046,33.50490169523585,91.96227171633898,7.401964970048472,157.53390963314945,papaya
24.667375746720758,23.638485618518413,205.27397236939854,19.52491372871404,93.46487605099618,7.152201626824891,116.066990668454,pomegranate
119.3414444435617,53.427942887822105,41.609576140299055,27.1600618351271,81.99908207643804,7.9715831178504555,81.6415235040186,cotton
17.148193647254956,21.22850949430548,30.3476770025724,30.627063591798905,,5.7841776433691265,101.94561741550967,mango
,132.32107885757082,208.18528614045312,10.627424827638022,84.09416932713026,6.8280563473711755,73.55069930253995,grapes
20.5729934621445,15.70003560460847,30.389021031357714,33.228591700219326,50.750963643999384,5.036804856464085,94.57693001615536,mango
102.41259745347031,29.199595358469338,30.02943288660718,,59.941056673495716,6.65045125923481,155.41876259342268,coffee
103.54444836366964,30.670933076564413,30.458666804029697,24.064242258582286,60.42212887336154,6.474750217438105,161.89105155202924,coffee
123.036765068866,54.842320620416785,42.96976508569768,25.279283722812558,80.78979903380002,6.30965620042985,83.62332650216078,cotton
20.383934900866247,48.68278434298365,84.90601232771684,,48.23157248743044,5.336670131126047,37.913581265273,mothbeans
18.60136279449786,17.337865596727518,32.07885736897137,30.124916144862688,97.03405956815608,7.075154337492885,,coconut
19.001177707225718,12.861125005552843,38.20265570998336,,93.65422370804663,7.587306356358362,191.40234709823423,coconut
17.656107579835922,13.51441552286137,37.41700010894738,31.52871773917137,96.74464410045022,5.620255185929352,155.51956168686786,coconut
29.193034322521214,147.91956301448096,202.19931854315385,,95.1551752906831,6.949960036488377,120.10679662274984,apple
24.62335865680138,23.441646397402305,16.416567634189484,10.796060443821844,91.34339035881128,7.192098361116198,113.12274826882621,orange
23.73639746435803,17.015559276713404,37.89350903066145,34.63324361545346,50.65190479969868,5.762286842926605,94.45978564636788,mango
24.238750391204213,,40.51230409341383,28.10225204845825,56.32852976021259,5.800123279985221,103.36843832662701,mango
24.64367901972418,16.18159634425637,16.364546986354817,13.633352612981792,94.11337763071866,7.617682282399368,107.2262003080989,orange
107.35972241843074,83.78764465135988,53.195785791738246,32.245825845046845,87.31787712286142,6.311185788368224,118.48595418887179,banana
25.68933869819802,140.29019962769476,203.46611888438719,22.602683559425223,95.27186509934842,6.855001698972252,125.47380262246845,apple
23.19366023507203,138.2585561681615,205.686932805781,14.9277119533633,81.95090514241755,6.74115574568194,65.56536902172078,grapes
37.24572459600477,80.69923826576355,36.09650800753137,28.071312936620288,72.16900739587516,6.1642023756820095,82.93431029313835,blackgram
33.85543138509993,55.500804060103675,18.93582709100437,20.782318367979556,18.123979153924537,6.4265041908304585,133.91553042008542,kidneybeans
25.24574833271334,120.45154645889792,200.20026559305794,12.973836696298132,80.78407451162218,6.376102067339805,68.6159802230753,grapes
116.02776760838401,49.16001044922878,45.73961763169679,27.269197337573683,,7.082813647586949,66.7113144920205,cotton
16.75187741659976,83.47617759168163,17.607399737017566,18.686217310426013,69.55984849494061,6.248885055659128,20.412685760650948,lentil
104.60284937657451,80.49168005324886,53.94378452491377,32.2666971988344,82.54341204718868,6.416386410422375,116.50381143453893,banana
17.742024022933997,59.585424877207785,81.19304060054368,33.40141952333029,63.46447070539233,5.117827946760747,48.51068730481683,mothbeans
28.67117779215548,141.78623399438854,206.05499733551068,21.949262411221518,94.7124479813017,6.249288856498923,110.8616525562426,apple
73.3580411855885,57.86889702823784,45.37547882523479,27.413874635626208,83.14332993043566,6.264510637007316,167.76255471408572,jute
27.24173402311924,65.74549775986077,18.96287494852953,15.570589169319613,71.67428975584463,6.736742165187029,,lentil
101.88077736485377,28.85132707353455,28.607664615845398,23.758069268867363,59.272277787111605,6.439750078966375,150.15200181738112,coffee
20.005461421285347,21.45081826567194,16.21688857375228,11.852440872372215,91.18429038782573,6.981319230913213,105.0041622087424,orange
21.308520150559687,65.30380209364009,16.047578887402548,16.9527718020659,72.69329959518153,7.784079032067496,30.91281748028445,lentil
44.478684281847876,69.34663604316695,26.25526555861206,25.03725508077621,66.49504232881617,6.679061189073526,83.2092139060463,blackgram
112.93124679840616,90.36705011700961,58.39126299434198,30.34338584374513,81.22895774448575,5.903241320344701,124.26797462772403,banana
34.10544818955303,56.34311355469946,15.581269972926442,21.922382835461523,19.35606343029304,6.4831890890800015,104.70106010844152,kidneybeans
23.684994925258763,22.34925588777699,214.4802830089085,23.33102260073906,91.27273605893005,7.48858884920383,100.41086069056288,pomegranate
89.04964332010059,52.91665758535874,44.33286848124865,31.07711573455023,82.15106718303379,7.2242358607663215,161.69633074086755,jute
54.349282248178575,22.263320160279903,47.915218687401634,33.82740163334237,93.24487493368107,7.091720525085956,153.66659997875092,papaya
28.678073740005296,80.98931564853905,16.998917166465464,22.467248762917983,69.18530777036653,6.0307933099211395,30.56734640752444,lentil
18.00122234189464,16.706358689794534,39.68678293949862,25.099563308637954,95.04627533479132,7.483810193121746,150.00989039133552,coconut
35.84541674340805,70.06146547241019,28.388122421926308,22.834636190053807,18.98906833231778,6.333816107313641,114.870597954679,kidneybeans
33.736991315329334,65.78336584713995,29.024367252987766,20.31248538864853,21.343451885077172,5.612709111898295,136.99155470192522,kidneybeans
15.732459861675514,48.56268287483473,77.01902398596226,35.6481294835584,61.71842161833685,4.059365879583733,36.57815252769273,mothbeans
54.8542118453212,23.163899154714166,51.92211709061955,35.67031440383464,94.91633986686033,6.941563228046481,154.83078609524821,papaya
59.62009622707546,65.8469222799741,83.89875522054012,21.281926725469308,16.467432332076523,6.672571660854723,119.50589791025847,chickpea
109.03857577306331,16.459985705779655,49.36899370389401,28.563231662150766,87.46722384135252,6.961915256365019,52.90302044303084,watermelon
17.736887189585847,15.452852250916365,35.55886334841274,35.30880883900322,54.92200536135813,5.594473665846179,93.92240710289025,mango
22.277552788532123,16.268661178018377,41.12789719001269,32.82370151818055,51.000261302613794,5.492848615998996,104.50809020705236,mango
62.00426758787735,56.848073536212574,65.88914060991769,23.604378704893875,70.01677169489719,6.690453075793566,70.59773055402712,maize
107.24228871830347,92.99385503392507,48.01337466792873,26.831470194463556,78.14879344985907,5.623886203033827,104.98303638211306,banana
97.73656795309324,44.54477443569554,51.091695740316695,20.446720792729227,88.27631171992581,6.131664399122065,275.8087740085374,rice
21.40375009917665,55.922789868019265,77.4803963061979,31.927254139124294,51.2665082218896,6.040501325033395,41.36527670919326,mothbeans
20.35283999417701,144.18791641160107,214.69205004144845,22.032211823887845,93.8538622618444,6.222548802102562,117.80934988459727,apple
25.01705783310244,62.30094493769517,17.24912216901091,23.232625812021443,20.40847756733371,5.700679638390783,134.69296671045007,kidneybeans
27.94727295241271,65.00833833806207,15.83911310961675,18.643844058970434,71.86898255518736,6.683408590581552,21.3262563524195,lentil
59.9765722190961,69.47891331187917,80.7378482712691,19.50259852039133,17.628713321597825,7.164889483078754,119.74090092583373,chickpea
37.75523351427775,67.60303938548769,22.814634491336605,20.5715575095055,19.85760650526877,5.813916021357926,141.14679385965485,kidneybeans
117.62326936539972,49.2611880007236,40.952901366300715,27.94869279562625,86.29193031629305,6.614799866740966,76.99430473139947,cotton
25.853390311377048,77.38183741037058,28.602108804083255,28.374897063844386,82.21917356833397,6.217615618411188,163.36498344052984,pigeonpeas
45.50062081260506,66.29893558419887,76.09869978395338,21.49036378775229,15.217234557040896,7.697584226272177,86.21588477029103,chickpea
57.51078089054472,70.6810262105303,90.75585701277745,20.296698976681533,24.799785398901584,7.767059672847415,92.05281430650462,chickpea
108.80600406936749,14.126450975455027,51.357883796849066,29.73015409486262,90.06913457026145,6.388082350113712,27.360641043074487,muskmelon
25.007210723746816,132.41288767320674,203.11212999163047,11.450434648959794,81.31971806400712,6.303020947626117,67.19456233769546,grapes
29.745082486142824,78.72095009295097,16.56214519045538,16.982980119999535,73.26245621199462,7.9935133462886,21.966785337447796,lentil
24.62406144824339,134.20598588538118,202.66881762555656,24.753189966071155,93.4542171803212,7.013434853647075,128.46008702182215,apple
36.003998860730064,46.80516423785345,17.247492490384587,26.867547557114033,85.3075640193607,7.046181529344988,47.11952147313332,mungbean
24.731623558328316,79.3581346296672,15.864015755684623,34.228643629251906,81.35622770708687,6.408793757954904,157.45920919431742,pigeonpeas
43.57208351394235,83.07808377590958,85.98987225600116,18.900237469489262,17.02790452609159,7.319972488474228,108.99267288987492,chickpea
121.77707559613053,48.42146232986686,46.58670089595598,25.88574305305626,78.09033149825322,6.462553108095902,61.27158698574948,cotton
52.808784242072825,69.03069950784766,92.7611739002974,22.87051422731559,18.495636114520337,7.157218593625049,85.64109199800059,chickpea
29.71914785989909,72.35320480339992,24.15434927555776,34.8669820151853,71.7687753854931,6.949001785084578,160.20065732770203,pigeonpeas
23.075901144219298,121.31055267529601,200.29617474634668,11.269453207196882,84.96134964336164,6.0894803571264084,65.89195418747444,grapes
21.83147066546671,138.60076729946468,200.6419781211105,23.59603419452883,94.76240689178674,6.55277616778019,122.2239460280554,apple
,60.14744626110292,22.540189871941003,18.91081039847299,19.407719772091866,6.348685329061135,120.67041221949293,kidneybeans
37.82786856155532,75.36761294553938,26.932509819378847,31.325712197859872,61.25860025941093,,73.30922941478326,blackgram
53.56614266194248,76.9127483602048,33.33338821925096,28.637339795594162,76.38157682161444,6.789210679668667,68.09064121014615,blackgram
27.292919578265135,73.07810861242126,25.650014118338184,32.16130940992838,87.50199794122945,6.227210870093848,163.91085758606948,pigeonpeas
102.79607121309633,28.26897914435468,30.26369030494614,27.582230512954723,64.49258935612426,6.178319964973915,189.83388843774503,coffee
17.324534897248384,68.31234361080801,22.166863602275733,21.073854534294973,66.76402274854415,7.424993220726442,25.62025215003057,lentil
120.92794944832197,49.53781234345611,46.47069992811758,28.291950345653714,87.49543847507903,6.6997614262588945,64.89314305513398,cotton
16.55945963066514,15.915586475604567,16.87211931022678,11.506806673440938,92.61674302567893,7.537376303608629,107.42996844241448,orange
15.814839801384664,22.98728739228488,212.70340866545467,20.481961624162317,91.21677626960138,6.565957502334418,111.82165643789712,pomegranate
15.817072454401456,15.539184555542347,8.244154863480269,10.611489528563123,94.28570908840287,7.59631862151173,116.91147695656394,orange
24.3113785636924,143.677991541357,207.17468231517216,24.88821519457722,92.55561563059693,6.6470386264654335,111.26480326804628,apple
19.25712523746917,54.740909867583134,78.68943168358211,28.945553506633964,51.96026029342141,6.356857722650956,48.45406769965264,mothbeans
103.09685747276389,28.48052637421072,28.88917336076215,26.36154890203842,61.98765230439829,6.835479153800312,181.91346728312982,coffee
18.070799390031187,73.58784654859363,20.355259485009025,24.126999907416817,74.19777415362273,7.301771852647333,22.214802805453836,lentil
65.12210442191147,56.421712528237094,53.86416644890261,18.929551311963447,72.3228921266204,6.383996749191214,77.93363957639556,maize
77.94918028805003,57.85836353394148,67.50168398108164,26.780360812455598,72.45717917548357,5.788451018552699,71.03989606044671,maize
22.051624271559646,24.688137242631573,214.31158603189053,19.64646374793456,93.83224790611709,6.975282628669886,112.58395877659188,pomegranate
110.02677423093154,17.259989571480503,48.442104757673256,37.99466110406689,94.70944863224365,6.896591962861916,,muskmelon
97.82079564087626,57.84969468529888,68.4780080109086,23.210797722752183,55.09237597686655,5.5578129989851535,94.02094028349609,maize
29.481124318556304,56.80502041255623,16.05466707846683,25.182310729889835,80.2494771870665,6.7112702394360335,69.34790233789988,mungbean
81.6944881580907,57.25739337754659,46.148811925163734,28.039819881279907,89.85873343423623,7.873996864414146,,jute
64.62816669237718,57.80125180313058,69.97219030023831,19.73331740907819,58.07927165155253,6.13420049882019,90.98342629849307,maize
19.245487320939525,73.45034139158028,16.455455408000375,19.51280501565947,65.4314098309524,6.007891920054389,38.629978789493855,lentil
52.1313267039086,73.89376056021491,83.85703042463805,18.430782854160274,23.027522502122157,7.786104969506505,80.44066669536915,chickpea
30.660812095727117,53.7612346620254,,32.13860685064068,89.97310742546634,6.550297842248765,45.366463887460526,mungbean
18.12429257247377,8.494699140870761,30.19469196163636,27.711160999900383,93.63771164817095,7.802288816618999,164.41595940435582,coconut
15.713176710959715,13.82440160873074,32.96477016963819,31.37030305802879,95.7391729013396,5.539039801137478,186.73669587695179,coconut
124.254243633088,47.08274875203067,41.95838031629185,26.8533328883615,87.95516376306361,6.98030464662156,69.92714889310281,cotton
28.13711678781653,73.85009238466962,29.259972622042284,20.467219062293353,20.66958755239519,6.1851183975309985,137.67302697181708,kidneybeans
44.71994525241105,80.26310979639801,93.60006694709435,20.987591116733327,21.429984233408327,7.734344553213412,119.95318549334635,chickpea
20.37830398998017,53.76053562541463,84.47968946058182,33.80871348436382,45.126492944794705,6.2230877106152676,32.13262190835244,mothbeans
97.58861209190034,29.442481719170864,30.454779726580075,25.01435350622451,58.30860971565568,6.222615995429506,188.8040457232762,coffee
41.313938116763865,,44.94052723278346,25.3021920375135,71.94671837422887,6.800424548363418,92.27157367878593,blackgram
121.59012627864958,49.31463617893146,42.481168805635676,28.929727631097283,,7.989315354425181,83.80073480816901,cotton
69.79186006200581,53.22508125703848,68.8003802161503,25.99189945745022,70.54717426655384,6.276492281931594,84.53039577559359,maize
23.85162876633841,58.448791444335804,87.85459461582191,29.89768137210768,47.12777366024815,6.395426351172198,47.96575110301058,mothbeans
23.918793289542194,80.95868234357738,26.65769224246918,23.688016891935533,67.92902737912367,6.931502763430148,20.1866914644005,lentil
31.354911981875055,56.38279890014523,17.554786321677433,18.414828974796688,20.911523567994088,5.932089953083211,136.1872645095919,kidneybeans
114.64409749274616,87.13011664746098,53.632600734934954,29.350150575137427,75.60790551144393,5.673650955291669,118.70079774890208,banana
106.90653511388746,17.244718330730272,48.67179332769711,32.32500412673774,,6.7431760807261965,51.770728293625496,watermelon
20.26747872981845,123.90066431076103,,12.250744842162447,80.19813630729207,6.703968756993096,69.9296206894581,grapes
18.028608277971543,72.01467903486557,21.150757699439662,21.959336024021688,,7.441836380157353,23.47975118139203,lentil
47.53310364006708,66.41600943547317,31.340831258189063,33.72805531995398,71.64334136489157,6.323949448023976,83.60407713856384,blackgram
108.67560756635982,48.98723004287577,45.444831236903184,20.674736735074497,89.02602396543841,5.9557762898336115,220.23633647952303,rice
24.995181101809493,18.4908260748987,199.88806086956095,19.60429493276855,90.46673122840336,7.091069294750233,100.34850105433819,pomegranate
23.63484443297453,15.567810340450684,33.589118152834914,35.566151423839514,51.53859018663777,4.7946886768924,95.31899000691593,mango
21.428757040758732,15.979313135356193,31.27346983965509,27.977782680881536,94.90757663981339,6.21625302588631,190.86714293160276,coconut
115.2414076247069,49.31205251779825,41.70000534245212,28.729857561882113,80.61097278017156,7.887385585093054,89.15426883230668,cotton
24.79621681124288,53.46172772600655,76.6136075682933,31.235734372493337,49.75428750741955,3.542379724729564,32.85700830865126,mothbeans
29.7845813437998,41.50661324891407,25.168553775922714,32.906014890556,88.49858548246803,7.181262250743989,65.16047166898761,mungbean
15.35546103178102,70.02527101412932,15.650134155618959,,70.81406976292317,7.0274370823341075,31.08899763993055,lentil
24.889640742999827,120.59434426712866,195.177603865329,,80.591468112328,6.321712355666227,,grapes
27.060017403946013,62.028701017088416,19.631227327545076,30.653165470049434,70.85950251293798,5.158633798362897,184.80581788065064,pigeonpeas
95.73708277233703,78.15293129824283,61.341251196347365,29.60322506669391,82.33440187916928,5.884323839305709,121.25260437950156,banana
62.392973492691965,66.69415328653872,53.11515341949159,22.814083376782833,73.3148971575742,6.351172170323985,79.8616650736412,maize
96.01907956112306,92.67984564302085,59.57334109927876,29.373473692556225,75.33608197773422,6.062429618033801,101.63767149779278,banana
108.29024680298765,10.335651770464269,51.176796882611995,33.085428092774855,,6.680752098047791,24.993518058684685,muskmelon
27.244737902030394,131.34677333690917,203.0296535544635,13.552531433658068,84.2829664293439,6.66811557079311,70.45379276571907,grapes
29.911357046506744,82.53314489669923,28.68506894025956,17.845630692721187,67.20101572745439,6.851733116350854,29.066387379560137,lentil
95.94349113030229,13.784393318878177,50.45140511824171,31.566806557530764,93.28275759276552,6.420732283596881,48.22386671720453,watermelon
114.18800170542949,86.51212494703127,56.24821542172786,26.691769070030553,86.47480768201872,6.237264520091843,102.85473920214292,banana
26.810590296514505,133.5774670008169,207.89544872865613,22.863867789055046,95.35864371764713,6.469997486434936,128.59607869138767,apple
23.162417117482725,24.108513490430294,39.014901452954476,32.827819022109594,52.87304964499402,6.111540075309147,95.7566059287875,mango
23.55970800174125,59.185480222844966,90.9141724425001,31.90484989768521,55.57946473825916,3.6004507069913014,41.489938265080305,mothbeans
96.23657921396004,82.5353694259347,59.34293797979084,30.7574820870209,89.2107556755265,5.927015417337069,121.23404195775558,banana
15.893415582288789,23.48832939788946,9.2756003113018,11.049800327889752,94.96794947886292,6.380417268088502,102.02284375572691,orange
22.13343106720973,20.793465660113004,12.244791314312184,13.97244678421472,91.4522735907256,6.826288044375568,118.05722074676234,orange
28.52927931019402,143.40227497168485,200.77032207409857,24.900074783444147,94.28402219175824,6.533510483652918,118.0701925650651,apple
85.2565006775852,,44.11365469936051,27.227566033950648,71.54129335994162,7.384662194365251,184.82703967877714,jute
24.73633766248023,23.713530833487276,31.00636363282096,29.411833102253013,51.10296722323653,5.478786037700329,101.05990240615391,mango
85.38208833652588,50.721360718952745,50.28445740380829,26.003005008857905,84.62799365593516,5.8850894961003535,263.956327123711,rice
25.34385480058274,120.03749695746505,211.96842709337398,10.895403902204226,80.70079217138976,6.15687378550762,69.86177293488834,grapes
51.9885361715987,84.06296759825051,84.88127207323554,19.80163147285516,19.772329099757965,6.719332587333222,88.97663570698745,chickpea
49.54641512080383,19.294300778302873,51.01490395269218,33.66846778643144,93.15747228562755,6.8066941979301525,147.638329496194,papaya
91.35296437502853,58.76772517168386,59.52514617173451,26.952315740415223,68.49194953958047,6.7219576646768235,105.1276984609616,maize
104.1013486210302,15.151674870141173,51.176618072456804,30.244710859825638,93.54950339497462,6.710769740854033,28.495527822581828,muskmelon
46.78729375924918,18.00656470133444,41.6245219715342,33.75459014764356,94.69023436497712,7.166802634697462,158.42205326914532,papaya
77.32043161711367,54.2222284570502,44.77145650682818,27.661882004149756,70.78379180856226,7.665363732186261,194.89251371858373,jute
93.64814824859826,55.206970868305,56.449808819354594,20.182345677254993,64.5972680110213,6.524887536488219,71.41264377317103,maize
